Order Date,Segment,City,State,Region,Category,Sub-Category,Product Name,Sales
2015-07-14,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932
2015-07-14,Home Office,Aurora,Illinois,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272
2016-08-22,Home Office,New York City,New York,East,Office Supplies,Art,Newell Chalk Holder,16.52
2015-11-14,Consumer,Fairfield,Connecticut,East,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,832.93
2015-11-14,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,Acco 3-Hole Punch,43.8
2017-11-27,Corporate,Lincoln Park,Michigan,Central,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292
2018-11-21,Consumer,New York City,New York,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42
2018-01-10,Consumer,San Jose,California,West,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44
2018-01-10,Consumer,San Jose,California,West,Office Supplies,Binders,Storex Dura Pro Binders,61.776
2018-01-10,Consumer,San Jose,California,West,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96
2018-01-10,Consumer,San Jose,California,West,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608
2015-09-20,Corporate,Jacksonville,Florida,South,Office Supplies,Art,Nontoxic Chalk,2.816
2018-07-28,Corporate,San Francisco,California,West,Office Supplies,Binders,Zipper Ring Binder Pockets,9.984
2018-07-28,Corporate,San Francisco,California,West,Office Supplies,Storage,Super Decoflex Portable Personal File,14.98
2018-07-28,Corporate,San Francisco,California,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6
2016-06-12,Consumer,Marion,Ohio,East,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.94
2016-06-12,Consumer,Marion,Ohio,East,Office Supplies,Art,Newell 312,37.376
2016-06-12,Consumer,Marion,Ohio,East,Furniture,Chairs,Global Low Back Tilter Chair,70.686
2018-07-31,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1991,54.816
2017-03-19,Consumer,Littleton,Colorado,West,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294
2018-07-29,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,Assorted Color Push Pins,2.896
2018-07-29,Corporate,Austin,Texas,Central,Technology,Phones,Cisco SPA301,124.792
2017-01-10,Consumer,New York City,New York,East,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588
2015-03-31,Consumer,San Francisco,California,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568
2015-03-31,Consumer,San Francisco,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98
2018-06-26,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
2018-09-07,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92
2016-12-14,Consumer,Portland,Oregon,West,Technology,Phones,HTC One,319.968
2018-05-12,Corporate,Burlington,Vermont,East,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03
2016-09-15,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86
2016-09-15,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32
2017-07-15,Home Office,Provo,Utah,West,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.4
2018-04-20,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4
2017-11-15,Consumer,Los Angeles,California,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792
2017-11-15,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136
2017-11-26,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.982
2018-11-21,Home Office,Pasadena,California,West,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56
2018-11-21,Home Office,Pasadena,California,West,Office Supplies,Art,Newell 344,5.56
2018-11-21,Home Office,Pasadena,California,West,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02
2018-11-21,Home Office,Pasadena,California,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62
2018-11-21,Home Office,Pasadena,California,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976
2016-02-15,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1959,13.36
2016-02-15,Consumer,Los Angeles,California,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72
2016-02-15,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Durable Binders,11.52
2016-02-15,Consumer,Los Angeles,California,West,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44
2016-02-15,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 22,19.44
2017-04-15,Home Office,San Diego,California,West,Office Supplies,Paper,Xerox 1911,143.7
2016-09-28,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes Odor Grabber,43.26
2016-09-28,Corporate,San Francisco,California,West,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56
2017-09-17,Corporate,Bangor,Maine,East,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85
2017-09-17,Corporate,Bangor,Maine,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48
2018-06-16,Consumer,San Francisco,California,West,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96
2018-06-16,Consumer,San Francisco,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54
2016-08-11,Home Office,San Diego,California,West,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0
2016-08-11,Home Office,San Diego,California,West,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97
2016-12-18,Consumer,New York City,New York,East,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24
2018-06-02,Consumer,Arlington,Virginia,South,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97
2017-11-14,Consumer,Atlanta,Georgia,South,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98
2017-11-14,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28
2017-11-14,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26
2018-12-10,Home Office,Monroe,North Carolina,South,Office Supplies,Paper,Xerox 1989,7.968
2018-09-17,Consumer,Seattle,Washington,West,Office Supplies,Paper,Xerox 1984,12.96
2018-12-20,Corporate,Rochester,New York,East,Office Supplies,Paper,Xerox 227,6.48
2018-12-20,Corporate,Rochester,New York,East,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984
2018-02-12,Corporate,Miami,Florida,South,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96
2016-09-21,Consumer,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74
2016-06-03,Consumer,San Francisco,California,West,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26
2016-06-03,Consumer,San Francisco,California,West,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984
2015-03-10,Corporate,Los Angeles,California,West,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432
2015-03-10,Corporate,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352
2015-06-27,Consumer,Southaven,Mississippi,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2
2015-06-27,Consumer,Southaven,Mississippi,South,Furniture,Tables,KI Adjustable-Height Table,85.98
2015-06-27,Consumer,Southaven,Mississippi,South,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96
2018-10-30,Consumer,Seattle,Washington,West,Furniture,Chairs,Novimex Fabric Task Chair,97.568
2018-10-30,Consumer,Seattle,Washington,West,Furniture,Chairs,Global Super Steno Chair,614.272
2018-10-30,Consumer,Seattle,Washington,West,Furniture,Bookcases,Bestar Classic Bookcase,199.98
2017-03-09,Corporate,Middletown,Connecticut,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16
2016-05-03,Consumer,New Castle,Indiana,Central,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92
2016-05-03,Consumer,New Castle,Indiana,Central,Office Supplies,Appliances,Staple holder,60.69
2017-05-05,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,Xerox 1965,14.352
2018-11-17,Consumer,Salem,Virginia,South,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04
2018-01-06,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48
2018-10-06,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 351,16.4
2018-08-01,Corporate,Seattle,Washington,West,Furniture,Tables,Balt Solid Wood Round Tables,892.98
2016-04-20,Corporate,Columbus,Georgia,South,Technology,Phones,Pyle PMP37LED,287.97
2016-04-20,Corporate,Columbus,Georgia,South,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38
2016-04-20,Corporate,Columbus,Georgia,South,Office Supplies,Paper,Xerox 2,12.96
2016-01-11,Corporate,New York City,New York,East,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95
2018-12-23,Corporate,Middletown,Connecticut,East,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95
2016-01-11,Consumer,New York City,New York,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52
2016-01-11,Consumer,New York City,New York,East,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7
2016-01-11,Consumer,New York City,New York,East,Technology,Phones,Plantronics MX500i Earset,42.95
2016-01-11,Consumer,New York City,New York,East,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
2016-01-11,Consumer,New York City,New York,East,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96
2015-11-14,Consumer,Midland,Michigan,Central,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72
2015-11-14,Consumer,Midland,Michigan,Central,Office Supplies,Binders,Avery Durable Binders,11.52
2017-01-17,Corporate,Columbus,Georgia,South,Technology,Accessories,First Data FD10 PIN Pad,316.0
2018-09-17,Home Office,Roswell,Georgia,South,Furniture,Chairs,Global Ergonomic Managers Chair,723.92
2018-09-17,Home Office,Roswell,Georgia,South,Office Supplies,Paper,Easy-staple paper,106.32
2017-12-23,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372
2016-06-08,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 188,27.216
2018-05-11,Consumer,New York City,New York,East,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75
2018-11-06,Home Office,Peoria,Arizona,West,Furniture,Chairs,Global Leather Executive Chair,280.792
2018-11-06,Home Office,Peoria,Arizona,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448
2018-11-06,Home Office,Peoria,Arizona,West,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04
2018-11-06,Home Office,Peoria,Arizona,West,Office Supplies,Art,Newell 319,15.872
2018-11-06,Home Office,Peoria,Arizona,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Labels,Avery 486,14.62
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Furniture,Chairs,Novimex Fabric Task Chair,182.94
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83
2018-07-20,Corporate,Sioux Falls,South Dakota,Central,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97
2016-12-23,Consumer,Richmond,Virginia,South,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32
2018-03-20,Corporate,Seattle,Washington,West,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93
2016-12-31,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,Tuf-Vin Binders,94.74
2016-12-31,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64
2016-12-31,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,Aluminum Screw Posts,76.3
2016-12-31,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8
2016-09-15,Corporate,New York City,New York,East,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872
2016-09-15,Corporate,New York City,New York,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384
2016-09-15,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1967,12.96
2018-09-23,Home Office,Fort Collins,Colorado,West,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352
2016-12-25,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136
2017-09-24,Corporate,Los Angeles,California,West,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96
2017-09-24,Corporate,Los Angeles,California,West,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7
2018-03-21,Consumer,Lafayette,Indiana,Central,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4
2018-03-21,Consumer,Lafayette,Indiana,Central,Office Supplies,Paper,Xerox 196,5.78
2015-09-30,Consumer,Clarksville,Tennessee,South,Office Supplies,Appliances,Holmes Odor Grabber,69.216
2018-10-12,Consumer,Fairfield,Connecticut,East,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2018-10-12,Consumer,Fairfield,Connecticut,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79
2015-08-23,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1994,25.92
2015-08-23,Consumer,New York City,New York,East,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92
2015-08-19,Consumer,Columbus,Ohio,East,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72
2017-10-11,Consumer,Warner Robins,Georgia,South,Office Supplies,Art,Newell 315,41.86
2015-12-31,Home Office,Franklin,Massachusetts,East,Furniture,Furnishings,Nu-Dell Executive Frame,63.2
2015-12-31,Home Office,Franklin,Massachusetts,East,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97
2015-07-26,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552
2017-02-22,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32
2017-03-13,Consumer,San Antonio,Texas,Central,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08
2017-03-13,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272
2017-03-13,Consumer,San Antonio,Texas,Central,Furniture,Tables,Hon Non-Folding Utility Tables,557.585
2018-02-12,Corporate,Los Angeles,California,West,Office Supplies,Binders,3-ring staple pack,9.024
2018-02-12,Corporate,Los Angeles,California,West,Office Supplies,Binders,Satellite Sectional Post Binders,69.456
2018-02-12,Corporate,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86
2018-02-12,Corporate,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47
2018-02-12,Corporate,Los Angeles,California,West,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08
2016-08-31,Corporate,San Francisco,California,West,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831
2016-08-31,Corporate,San Francisco,California,West,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24
2016-08-31,Corporate,San Francisco,California,West,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51
2016-08-31,Corporate,San Francisco,California,West,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976
2015-03-17,Corporate,New York City,New York,East,Furniture,Tables,Bretford Rectangular Conference Table Tops,1579.746
2015-03-17,Corporate,New York City,New York,East,Furniture,Tables,Balt Solid Wood Round Tables,1071.576
2015-03-17,Corporate,New York City,New York,East,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",613.908
2015-03-17,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1926,34.86
2015-03-17,Corporate,New York City,New York,East,Office Supplies,Paper,Xerox 1918,155.04
2018-04-16,Consumer,Columbus,Ohio,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71
2017-03-13,Home Office,Waynesboro,Virginia,South,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",127.88
2017-03-13,Home Office,Waynesboro,Virginia,South,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32
2017-03-13,Home Office,Waynesboro,Virginia,South,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,46.0
2015-11-24,Consumer,Sacramento,California,West,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712
2018-10-02,Consumer,Clinton,Maryland,East,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),23.12
2017-09-23,Corporate,Fairfield,Ohio,East,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",532.704
2017-09-23,Corporate,Fairfield,Ohio,East,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",4.912
2018-07-07,Corporate,Warwick,Rhode Island,East,Technology,Accessories,Hypercom P1300 Pinpad,252.0
2017-07-07,Corporate,Aurora,Illinois,Central,Furniture,Furnishings,Flat Face Poster Frame,60.288
2017-07-07,Corporate,Aurora,Illinois,Central,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632
2017-07-07,Corporate,Aurora,Illinois,Central,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688
2017-07-07,Corporate,Aurora,Illinois,Central,Furniture,Chairs,Global Ergonomic Managers Chair,253.372
2018-01-24,Consumer,Smyrna,Georgia,South,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67
2015-08-19,Consumer,Columbus,Ohio,East,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776
2015-08-19,Consumer,Columbus,Ohio,East,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184
2016-06-12,Home Office,Thousand Oaks,California,West,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75
2017-06-05,Home Office,Lorain,Ohio,East,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216
2017-06-05,Home Office,Lorain,Ohio,East,Office Supplies,Paper,Xerox 1951,49.568
2017-06-05,Home Office,Lorain,Ohio,East,Furniture,Furnishings,DAX Solid Wood Frames,54.712
2018-03-25,Consumer,Fresno,California,West,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04
2018-03-25,Consumer,Fresno,California,West,Office Supplies,Art,Staples in misc. colors,16.02
2018-03-25,Consumer,Fresno,California,West,Office Supplies,Binders,Avery Arch Ring Binders,185.92
2018-03-25,Consumer,Fresno,California,West,Technology,Phones,Clearsounds A400,211.168
2018-03-25,Consumer,Fresno,California,West,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984
2016-12-12,Consumer,San Diego,California,West,Office Supplies,Fasteners,Staples,7.86
2016-12-12,Consumer,San Diego,California,West,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448
2016-06-12,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 219,6.48
2016-06-12,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1903,41.86
2016-06-12,Consumer,New York City,New York,East,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91
2016-06-12,Consumer,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92
2017-03-17,Consumer,Malden,Massachusetts,East,Office Supplies,Art,Newell 345,39.68
2016-11-14,Corporate,New York City,New York,East,Technology,Accessories,Imation Clip USB flash drive - 8 GB,37.6
2016-11-14,Corporate,New York City,New York,East,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,59.9
2016-11-14,Corporate,New York City,New York,East,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37.0
2018-08-14,Consumer,San Francisco,California,West,Office Supplies,Labels,Avery File Folder Labels,5.76
2018-08-14,Consumer,San Francisco,California,West,Office Supplies,Art,Newell 318,16.68
2018-09-09,Corporate,Florence,South Carolina,South,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81
2018-09-09,Corporate,Florence,South Carolina,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45
2018-01-04,Consumer,Springfield,Missouri,Central,Office Supplies,Storage,Hanging Personal Folder File,94.2
2018-01-04,Consumer,Springfield,Missouri,Central,Office Supplies,Envelopes,Staple envelope,28.4
2017-09-27,Corporate,Huntsville,Texas,Central,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648
2018-07-10,Consumer,Los Angeles,California,West,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91
2018-07-10,Consumer,Los Angeles,California,West,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744
2018-07-10,Consumer,Los Angeles,California,West,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92
2018-01-20,Consumer,San Francisco,California,West,Office Supplies,Art,Staples in misc. colors,24.2
2018-01-20,Consumer,San Francisco,California,West,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976
2018-03-23,Home Office,San Francisco,California,West,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84
2015-01-08,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68
2016-07-06,Corporate,Los Angeles,California,West,Office Supplies,Binders,3-ring staple pack,7.52
2015-12-11,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1974,11.96
2015-12-11,Consumer,Los Angeles,California,West,Furniture,Tables,Bevis Boat-Shaped Conference Table,629.064
2017-12-29,Consumer,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45
2016-06-07,Home Office,Holyoke,Massachusetts,East,Furniture,Bookcases,Bush Mission Pointe Library,301.96
2018-12-10,Corporate,Albuquerque,New Mexico,West,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595.0
2018-12-10,Corporate,Albuquerque,New Mexico,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872
2017-05-21,Corporate,Sparks,Nevada,West,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4
2018-09-11,Corporate,Coachella,California,West,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56
2018-09-11,Corporate,Coachella,California,West,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99
2017-04-18,Home Office,Elmhurst,Illinois,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376
2017-04-18,Home Office,Elmhurst,Illinois,Central,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",9.664
2018-12-25,Consumer,Fairfield,Ohio,East,Technology,Accessories,Maxell 4.7GB DVD-R,158.928
2018-12-25,Consumer,Fairfield,Ohio,East,Office Supplies,Binders,Satellite Sectional Post Binders,13.023
2018-12-25,Consumer,Fairfield,Ohio,East,Furniture,Tables,Hon Rectangular Conference Tables,273.06
2018-12-25,Consumer,Fairfield,Ohio,East,Office Supplies,Fasteners,Staples,39.312
2017-11-06,Corporate,Arlington,Texas,Central,Office Supplies,Binders,Computer Printout Index Tabs,1.344
2017-11-06,Corporate,Arlington,Texas,Central,Office Supplies,Binders,GBC Wire Binding Combs,8.272
2017-11-06,Corporate,Arlington,Texas,Central,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544
2018-05-13,Home Office,San Francisco,California,West,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48
2018-12-28,Corporate,Seattle,Washington,West,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4
2015-03-25,Consumer,New York City,New York,East,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786
2018-05-28,Consumer,Houston,Texas,Central,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368
2016-11-14,Corporate,Springfield,Virginia,South,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96
2016-11-14,Corporate,Springfield,Virginia,South,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11
2018-03-07,Consumer,Farmington,New Mexico,West,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85
2015-11-18,Consumer,Louisville,Colorado,West,Furniture,Tables,Bevis Rectangular Conference Tables,145.98
2015-11-18,Consumer,Louisville,Colorado,West,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808
2018-07-17,Consumer,Tampa,Florida,South,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904
2017-05-22,Consumer,Passaic,New Jersey,East,Technology,Phones,AT&T 841000 Phone,345.0
2017-05-22,Consumer,Passaic,New Jersey,East,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286
2017-05-22,Consumer,Passaic,New Jersey,East,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84
